gene_id	cell_cluster_0	cell_cluster_1	cell_cluster_2	cell_cluster_3	cell_cluster_4	cell_cluster_5	cell_cluster_6	cell_cluster_7	cell_cluster_8	cell_cluster_9	cell_cluster_10	cell_cluster_11	cell_cluster_12
13	orphan-peak-10253	-0.0512697861282225	0.0196652776368553	0.0127980700967967	0.0310127942567381	-0.026786366360448	-0.0395853596899172	-0.0732160401431965	0.106907681113991	0.0140216963776165	0.0520605791211268	-0.0617764325976826	0.0139866217844793	0.195367457997068
14	orphan-peak-10271	-1.15362945463508	-1.08649885297502	2.12508710063975	-1.03967340524327	-0.967786741769325	-1.00507447312916	-0.955626850599741	-0.828562952149648	-0.96031797139152	-0.717812573036421	-0.595255027258036	2.25852976267923	-0.917835105255024
15	orphan-peak-10274	-0.177698010098316	-0.168934628048969	0.419092113020346	-0.122886525931666	-0.104434567653629	-0.13652592797526	-0.106348458294552	-0.164088489106655	-0.106767380498097	-0.0684229068658091	-0.0309635416755846	0.912127588450888	-0.0102592624930221
16	orphan-peak-10298	-0.0731950751790429	-0.0960186414798719	0.0994618404244277	0.00641167892535546	0.0643702657092057	0.144581065880105	-0.0561611308153085	-0.143338018630604	0.0935692496605088	-0.0319480215147134	0.0775470924526173	0.246581034513421	-0.139738196626653
17	orphan-peak-1030	-0.103153954700745	-0.223681041661096	-0.13487086919762	0.11209453288938	1.19145637377007	-0.205145907993754	-0.189066263375959	-0.180486904167022	-0.143717114020795	-0.215957095060081	0.153311449643916	-0.215770741745737	-0.0842921860591641
18	orphan-peak-10300	0.269787999327023	-0.316564136192446	-0.0429675194977634	-0.140236790379972	-0.0928157547285163	0.210623028460506	-0.0694441856659683	-0.0774374939319601	-0.0148702264851116	0.429436317742263	0.18588369814383	-0.0374278699457369	-0.0494200106851043
19	orphan-peak-10320	-0.26708245920985	-0.256899988049987	-0.190048698347346	-0.28886231099498	-0.147990811554317	-0.173925741489103	-0.165259221759607	-0.0791572447758011	-0.117109874666046	-0.0140385234938767	-0.227186217250928	2.63513363322252	-0.149470588314654
20	orphan-peak-10324	-0.277671939190549	-0.282741731178321	-0.0973794199085349	-0.328284346733577	-0.202866412218878	-0.114711740720883	-0.167483738402576	-0.0498431601546498	-0.266577606386974	-0.135282810786526	-0.20987657766636	2.633947996104	0.283438384939019
21	orphan-peak-10333	0.0430407174312006	-0.0595055061491512	-0.0812449854816621	0.202613164297616	-0.0649589406266376	-0.051891193119335	-0.0681176203825048	-0.0753493339901467	-0.0748774709629588	-0.0273984233790359	-0.0748096642600276	-0.0107979621398041	-0.0734135685712264
22	orphan-peak-10335	-0.145862002362399	0.517230260143518	-0.131989479894591	-0.126114862984652	-0.073645661015904	-0.118129309096401	-0.116033260979143	-0.117298950232083	-0.11657480639984	-0.091470643634251	-0.116470736545488	-0.111076483077918	-0.114327424485364
23	orphan-peak-10336	-1.34648111116142	2.79425054691829	-1.1709025768971	-1.176191800336	-0.934801415485354	-1.08015917267008	-1.09877605358421	-0.964888399501378	-0.912489442803719	-1.12815313247765	-1.0320333415304	-1.09437459682778	-1.15994965195803
24	orphan-peak-10337	-0.527029245712027	1.45508415589355	-0.411438462314568	-0.480989019647686	-0.337371362901468	-0.361076131309639	-0.458016746630645	-0.362343366588897	-0.393322028455779	-0.386077564893534	-0.469126820449292	-0.456097132799723	-0.478991006493586
25	orphan-peak-10345	-0.0691992090092122	0.0728020011379603	-0.120274374206777	0.318937187378453	-0.107336528961394	-0.106360718714742	-0.0903965678884239	-0.105610088902742	-0.0980616821570828	-0.104934115145268	-0.104861439625442	-0.104840083635266	-0.102924221943017
